기온(°C),강수량(mm),풍속(m/s),습도(%),이슬점온도(°C),일조(hr),일사(MJ/m2),시정(10m),지면온도(°C),월,일,시간
26.2,0.0,1.2,72.0,20.7,0.0,0.24,4428,25.7,6,26,7
26.7,0.0,1.3,70.0,20.7,0.0,0.33,4640,26.6,6,26,8
27.3,0.0,2.1,71.0,21.5,0.0,0.49,3790,27.5,6,26,9
27.7,0.0,1.4,71.0,21.9,0.0,0.54,3102,27.8,6,26,10
28.7,0.0,1.8,70.0,22.6,0.0,0.58,3135,29.5,6,26,11
29.2,0.0,1.9,68.0,22.6,0.0,0.76,3537,28.9,6,26,12
29.1,0.0,1.3,69.0,22.8,0.0,0.43,3109,28.7,6,26,13
29.0,0.0,1.6,70.0,22.9,0.0,0.37,2979,28.6,6,26,14
28.8,0.0,2.2,73.0,23.4,0.1,0.75,2609,29.7,6,26,15
29.9,0.0,1.7,71.0,24.0,0.5,1.61,2825,33.3,6,26,16
30.2,0.0,2.6,67.0,23.3,0.7,1.4,3831,32.5,6,26,17
30.7,0.0,2.4,65.0,23.3,1.0,1.22,4178,30.7,6,26,18
30.3,0.0,1.8,64.0,22.7,0.5,0.45,4389,28.7,6,26,19
30.0,0.0,1.6,64.0,22.4,0.0,0.08,4615,27.5,6,26,20
29.7,0.0,0.5,64.0,22.1,0.0,0.0,5401,27.0,6,26,21
28.8,0.0,1.1,68.0,22.2,0.0,0.0,5453,26.3,6,26,22
28.4,0.0,1.0,70.0,22.3,0.0,0.0,4482,26.1,6,26,23
28.0,0.0,0.6,72.0,22.4,0.0,0.0,5731,26.0,6,27,0
27.8,0.0,0.9,72.0,22.2,0.0,0.0,5494,25.6,6,27,1
27.5,0.0,1.5,73.0,22.2,0.0,0.0,6000,25.2,6,27,2
27.1,0.0,0.9,73.0,21.8,0.0,0.0,4483,25.2,6,27,3
27.0,0.0,1.2,72.0,21.5,0.0,0.0,3926,25.0,6,27,4
26.8,0.0,0.6,72.0,21.3,0.0,0.0,4127,25.0,6,27,5
25.8,0.4,1.0,78.0,21.6,0.0,0.0,4780,25.1,6,27,6
26.2,0.0,1.0,80.0,22.4,0.0,0.1,4772,25.7,6,27,7
26.8,0.0,1.1,78.0,22.6,0.0,0.28,5263,26.6,6,27,8
28.5,0.0,1.9,72.0,22.9,0.0,0.95,5827,29.2,6,27,9
29.8,0.0,2.1,67.0,23.0,0.1,1.42,5799,32.7,6,27,10
30.6,0.0,2.0,66.0,23.5,0.0,1.57,3173,32.5,6,27,11
31.2,0.0,2.5,61.0,22.7,0.0,1.52,3626,34.0,6,27,12
28.6,1.1,2.1,75.0,23.7,0.2,1.48,4793,31.2,6,27,13
29.4,0.0,2.0,72.0,23.8,0.4,1.35,4639,32.5,6,27,14
29.4,0.0,2.2,71.0,23.5,0.1,1.02,5057,29.8,6,27,15
29.2,0.0,2.6,75.0,24.3,0.0,0.95,4552,30.2,6,27,16
28.6,0.0,3.5,74.0,23.5,0.0,0.5,3807,27.9,6,27,17
29.2,0.0,2.5,71.0,23.3,0.0,0.29,5360,28.0,6,27,18
29.1,0.0,2.6,70.0,23.0,0.0,0.24,5105,27.0,6,27,19
29.0,0.0,2.8,69.0,22.7,0.0,0.01,3754,26.2,6,27,20
28.7,0.0,1.7,67.0,21.9,0.0,0.0,4678,25.7,6,27,21
28.7,0.0,1.9,65.0,21.4,0.0,0.0,4927,25.3,6,27,22
29.1,0.0,3.6,63.0,21.3,0.0,0.0,5072,25.2,6,27,23
28.7,0.0,3.5,63.0,20.9,0.0,0.0,4928,24.7,6,28,0
28.5,0.0,3.7,64.0,21.0,0.0,0.0,5000,24.6,6,28,1
28.5,0.0,4.1,63.0,20.7,0.0,0.0,4857,24.5,6,28,2
28.5,0.0,4.2,63.0,20.7,0.0,0.0,5000,24.6,6,28,3
28.4,0.0,3.7,66.0,21.4,0.0,0.0,4930,24.7,6,28,4
28.3,0.0,3.5,66.0,21.3,0.0,0.0,4364,24.7,6,28,5
28.2,0.0,3.6,65.0,20.9,0.0,0.0,5067,24.7,6,28,6
28.7,0.0,3.8,61.0,20.4,0.0,0.15,5302,25.7,6,28,7
28.7,0.0,3.6,61.0,20.4,0.0,0.39,4984,26.5,6,28,8
29.3,0.0,2.8,58.0,20.1,0.0,0.68,4827,28.3,6,28,9
31.1,0.0,3.2,47.0,18.4,0.4,1.61,5129,34.2,6,28,10
31.6,0.0,4.4,47.0,18.9,0.4,2.4,4699,37.3,6,28,11
32.2,0.0,3.3,43.0,18.0,0.3,2.46,4986,40.3,6,28,12
32.2,0.0,3.8,45.0,18.7,0.4,2.09,5085,40.7,6,28,13
31.7,0.0,4.2,49.0,19.6,0.1,1.19,4730,35.1,6,28,14
31.7,0.0,3.0,47.0,18.9,0.1,1.1,4818,35.0,6,28,15
32.1,0.0,4.7,47.0,19.3,0.5,1.61,5015,35.9,6,28,16
31.7,0.0,3.7,52.0,20.6,0.1,0.97,5610,33.5,6,28,17
31.2,0.0,3.9,56.0,21.3,0.0,0.57,5128,31.7,6,28,18
30.7,0.0,4.5,56.0,20.9,0.0,0.34,5405,30.2,6,28,19
30.1,0.0,3.2,60.0,21.4,0.0,0.05,5208,28.6,6,28,20
29.8,0.0,2.8,61.0,21.4,0.0,0.0,5296,28.0,6,28,21
29.6,0.0,3.4,61.0,21.2,0.0,0.0,5199,27.7,6,28,22
29.3,0.0,3.2,61.0,20.9,0.0,0.0,5299,27.3,6,28,23
29.1,0.0,3.1,62.0,21.0,0.0,0.0,5501,26.8,6,29,0
28.8,0.0,3.5,63.0,21.0,0.0,0.0,5096,26.7,6,29,1
28.7,0.0,4.1,64.0,21.2,0.0,0.0,5000,26.6,6,29,2
28.5,0.0,4.0,65.0,21.2,0.0,0.0,4928,26.0,6,29,3
28.6,0.0,3.2,63.0,20.8,0.0,0.0,4925,26.2,6,29,4
25.1,2.4,2.1,92.0,23.7,0.0,0.0,1795,25.0,6,29,5
25.7,2.1,3.1,94.0,24.6,0.0,0.0,3862,24.8,6,29,6
24.4,10.3,1.8,93.0,23.1,0.0,0.0,100,24.7,6,29,7
24.6,5.4,1.2,93.0,23.3,0.0,0.01,573,25.0,6,29,8
24.8,10.1,1.6,93.0,23.5,0.0,0.14,1106,25.6,6,29,9
25.7,1.3,1.1,96.0,25.0,0.0,0.4,4909,26.7,6,29,10
26.8,0.0,1.3,93.0,25.5,0.0,0.57,3624,27.8,6,29,11
27.3,0.0,1.5,73.0,22.0,0.0,0.76,3211,28.5,6,29,12
28.0,0.0,1.1,67.0,21.2,0.0,0.55,3509,29.3,6,29,13
29.2,0.0,2.1,64.0,21.6,0.1,1.32,4017,30.9,6,29,14
28.5,3.2,1.1,88.0,26.3,0.2,0.84,3475,30.8,6,29,15
29.5,0.0,2.0,64.0,21.9,0.3,1.17,4372,30.7,6,29,16
30.0,0.0,3.1,62.0,21.9,0.8,1.45,4989,30.1,6,29,17
27.1,0.2,1.4,85.0,24.3,0.0,0.13,1852,27.7,6,29,18
25.8,4.1,1.0,93.0,24.5,0.0,0.0,738,26.7,6,29,19
25.7,6.7,0.8,93.0,24.4,0.0,0.0,515,26.5,6,29,20
25.7,2.6,0.6,96.0,25.0,0.0,0.0,2589,26.2,6,29,21
26.1,0.0,0.3,95.0,25.2,0.0,0.0,3005,26.2,6,29,22
25.8,0.0,1.2,95.0,24.9,0.0,0.0,2459,26.1,6,29,23
26.1,0.0,1.8,95.0,25.2,0.0,0.0,2039,25.8,6,30,0
25.8,0.2,2.0,95.0,24.9,0.0,0.0,4328,25.7,6,30,1
25.0,10.4,1.0,93.0,23.7,0.0,0.0,786,25.6,6,30,2
22.8,7.6,2.3,93.0,21.6,0.0,0.0,508,24.7,6,30,3
22.6,6.1,2.1,93.0,21.4,0.0,0.0,2557,24.2,6,30,4
22.4,1.1,1.8,96.0,21.7,0.0,0.0,1220,24.1,6,30,5
22.2,0.5,1.6,95.0,21.3,0.0,0.0,1511,24.1,6,30,6
22.6,0.0,0.5,93.0,21.4,0.0,0.02,1100,24.6,6,30,7
23.8,0.2,0.7,96.0,23.1,0.0,0.41,2006,26.5,6,30,8
24.5,0.0,0.5,95.0,23.6,0.0,0.44,1100,26.6,6,30,9
26.6,0.0,0.0,69.0,20.4,0.0,0.76,2847,28.7,6,30,10
27.6,0.0,0.4,69.0,21.3,0.0,0.86,2568,29.8,6,30,11
28.6,0.0,1.1,59.0,19.7,0.0,1.28,4046,33.0,6,30,12
25.6,9.3,2.6,92.0,24.1,0.2,1.44,1100,27.8,6,30,13
28.4,0.2,2.4,65.0,21.1,0.6,1.96,3273,33.9,6,30,14
30.0,0.0,2.4,61.0,21.6,0.9,2.59,4876,33.9,6,30,15
28.6,0.4,2.1,77.0,24.1,0.3,0.97,5365,32.1,6,30,16
29.7,0.0,2.3,52.0,18.7,0.8,1.94,5551,33.0,6,30,17
29.3,0.0,3.3,68.0,22.7,0.5,0.97,4755,29.4,6,30,18
28.8,0.0,2.2,66.0,21.8,0.1,0.33,4936,28.6,6,30,19
28.0,0.0,1.5,78.0,23.7,0.0,0.17,4571,27.2,6,30,20
27.8,0.0,1.5,78.0,23.6,0.0,0.0,4285,26.7,6,30,21
27.2,0.0,1.2,81.0,23.6,0.0,0.0,4140,26.2,6,30,22
26.6,0.0,0.7,86.0,24.0,0.0,0.0,3551,25.8,6,30,23
26.1,0.0,0.8,88.0,23.9,0.0,0.0,3299,25.3,7,1,0
25.7,0.0,0.5,88.0,23.5,0.0,0.0,3533,25.0,7,1,1
25.6,0.0,0.5,87.0,23.2,0.0,0.0,3750,24.7,7,1,2
25.0,0.0,0.7,90.0,23.2,0.0,0.0,3342,24.7,7,1,3
24.7,0.0,0.6,89.0,22.7,0.0,0.0,3312,24.6,7,1,4
24.1,0.0,0.6,93.0,22.8,0.0,0.0,3001,24.1,7,1,5
24.6,0.0,1.1,79.0,20.7,0.1,0.03,3064,24.2,7,1,6
25.5,0.0,0.7,64.0,18.1,1.0,0.53,3671,25.5,7,1,7
26.7,0.0,1.4,56.0,17.1,1.0,0.97,4142,28.6,7,1,8
28.9,0.0,1.8,66.0,21.9,1.0,2.03,4981,33.8,7,1,9
30.6,0.0,2.2,61.0,22.2,0.9,2.49,4762,35.5,7,1,10
31.3,0.0,1.6,59.0,22.3,0.9,3.17,4895,38.3,7,1,11
31.7,0.0,2.5,55.0,21.5,0.9,3.34,4795,39.8,7,1,12
32.0,0.0,2.4,57.0,22.4,0.6,2.54,5027,39.2,7,1,13
33.3,0.0,1.9,51.0,21.7,1.0,3.62,5294,40.4,7,1,14
33.8,0.0,2.2,50.0,21.9,1.0,3.35,5744,39.4,7,1,15
33.3,0.0,2.6,53.0,22.4,0.9,2.55,5699,37.6,7,1,16
32.5,0.0,2.3,56.0,22.5,1.0,2.15,4997,35.3,7,1,17
32.4,0.0,1.6,56.0,22.4,0.8,1.35,5503,32.0,7,1,18
32.1,0.0,1.1,57.0,22.5,0.9,0.75,5594,30.1,7,1,19
31.1,0.0,0.7,61.0,22.6,0.1,0.08,5099,28.5,7,1,20
30.1,0.0,1.2,65.0,22.7,0.0,0.0,4174,28.3,7,1,21
29.1,0.0,1.2,68.0,22.5,0.0,0.0,3394,27.5,7,1,22
28.2,0.0,1.0,70.0,22.2,0.0,0.0,3420,26.7,7,1,23
27.7,0.0,1.2,73.0,22.4,0.0,0.0,3850,26.2,7,2,0
27.1,0.0,0.6,76.0,22.4,0.0,0.0,3191,25.8,7,2,1
26.5,0.0,0.8,79.0,22.5,0.0,0.0,2403,25.5,7,2,2
25.7,0.0,0.4,82.0,22.3,0.0,0.0,2227,25.2,7,2,3
25.2,0.0,0.3,85.0,22.4,0.0,0.0,1642,24.8,7,2,4
25.1,0.0,1.2,85.0,22.3,0.0,0.0,1932,24.7,7,2,5
25.5,0.0,1.8,83.0,22.3,0.4,0.09,2138,25.2,7,2,6
26.2,0.0,1.8,80.0,22.4,1.0,0.76,1591,27.3,7,2,7
27.6,0.0,1.3,75.0,22.7,1.0,1.42,1975,31.6,7,2,8
29.2,0.0,1.1,69.0,22.9,1.0,1.88,3185,33.9,7,2,9
30.9,0.0,1.1,67.0,24.0,1.0,2.71,3087,38.1,7,2,10
31.9,0.0,1.3,56.0,22.0,1.0,3.37,4408,40.3,7,2,11
33.3,0.0,1.4,48.0,20.7,1.0,3.83,4263,43.0,7,2,12
34.3,0.0,1.5,47.0,21.3,0.5,2.19,5094,39.6,7,2,13
34.4,0.0,1.9,45.0,20.7,1.0,2.9,5109,43.8,7,2,14
34.7,0.0,2.7,38.0,18.2,1.0,3.29,2659,42.7,7,2,15
34.5,0.0,2.1,43.0,20.0,1.0,2.78,4482,41.5,7,2,16
34.5,0.0,2.2,42.0,19.7,1.0,2.18,5399,38.2,7,2,17
34.1,0.0,1.1,45.0,20.4,1.0,1.4,5157,34.2,7,2,18
33.5,0.0,0.9,48.0,20.9,1.0,0.7,4446,31.8,7,2,19
31.3,0.0,2.2,64.0,23.6,0.2,0.09,2357,29.8,7,2,20
30.2,0.0,1.6,69.0,23.8,0.0,0.0,1599,28.8,7,2,21
29.6,0.0,1.6,71.0,23.7,0.0,0.0,1458,28.2,7,2,22
29.0,0.0,1.2,70.0,22.9,0.0,0.0,1131,27.5,7,2,23
28.3,0.0,1.4,71.0,22.5,0.0,0.0,1225,27.0,7,3,0
27.6,0.0,0.4,76.0,22.9,0.0,0.0,1100,26.7,7,3,1
27.5,0.0,0.9,76.0,22.8,0.0,0.0,778,26.8,7,3,2
27.0,0.0,0.3,78.0,22.8,0.0,0.0,818,26.3,7,3,3
26.7,0.0,0.9,80.0,22.9,0.0,0.0,722,26.2,7,3,4
26.2,0.0,0.7,81.0,22.6,0.0,0.0,528,26.1,7,3,5
26.0,0.0,0.4,82.0,22.6,0.0,0.01,548,25.8,7,3,6
26.9,0.0,0.5,78.0,22.7,0.6,0.54,617,27.8,7,3,7
28.2,0.0,0.7,74.0,23.1,1.0,1.03,681,30.6,7,3,8
29.1,0.0,1.3,71.0,23.2,1.0,1.66,906,34.2,7,3,9
31.0,0.0,1.8,63.0,23.1,1.0,2.81,1315,39.5,7,3,10
30.9,0.0,0.9,65.0,23.5,0.7,2.37,1564,37.7,7,3,11
32.5,0.0,1.5,57.0,22.8,0.6,2.71,2290,42.1,7,3,12
34.7,0.0,1.8,49.0,22.4,0.9,3.34,3324,46.1,7,3,13
34.0,0.0,1.8,48.0,21.4,0.9,2.89,1100,45.1,7,3,14
34.5,0.0,2.4,47.0,21.5,1.0,3.31,3085,47.0,7,3,15
34.3,0.0,1.7,50.0,22.3,1.0,1.88,3204,40.3,7,3,16
34.9,0.0,2.2,45.0,21.1,1.0,2.04,5568,39.9,7,3,17
33.6,0.0,1.5,49.0,21.4,0.5,0.88,3772,35.7,7,3,18
31.9,0.0,1.8,60.0,23.1,0.6,0.71,2072,34.3,7,3,19
24.0,14.1,2.8,88.0,21.8,0.0,0.07,41,26.2,7,3,20
25.1,11.0,1.2,87.0,22.7,0.0,0.0,3029,27.2,7,3,21
25.2,0.0,0.6,90.0,23.4,0.0,0.0,1554,27.2,7,3,22
24.6,0.0,1.3,90.0,22.8,0.0,0.0,1467,26.6,7,3,23
24.7,0.0,0.3,88.0,22.5,0.0,0.0,1801,26.6,7,4,0
25.1,0.0,0.0,88.0,22.9,0.0,0.0,1807,26.6,7,4,1
24.8,0.0,0.5,89.0,22.8,0.0,0.0,1045,26.7,7,4,2
24.8,0.0,0.3,89.0,22.8,0.0,0.0,1100,26.6,7,4,3
24.8,0.0,0.0,88.0,22.6,0.0,0.0,1794,26.2,7,4,4
24.7,0.0,0.0,90.0,22.9,0.0,0.0,1100,25.7,7,4,5
24.7,0.0,0.8,90.0,22.9,0.1,0.03,782,26.0,7,4,6
26.0,0.0,0.5,84.0,23.0,0.9,0.49,1278,27.5,7,4,7
26.6,0.0,0.7,82.0,23.2,1.0,1.14,1198,31.2,7,4,8
28.2,0.0,1.0,74.0,23.1,1.0,1.58,2621,32.7,7,4,9
29.8,0.0,1.7,68.0,23.2,1.0,2.04,2763,35.9,7,4,10
30.9,0.0,1.8,61.0,22.4,1.0,2.82,3470,39.4,7,4,11
32.1,0.0,1.3,59.0,23.0,0.7,2.95,3636,38.7,7,4,12
31.3,0.0,1.8,62.0,23.1,0.1,1.47,2866,32.8,7,4,13
32.2,0.0,1.9,58.0,22.8,0.5,2.16,3034,36.0,7,4,14
32.9,0.0,1.2,55.0,22.6,0.7,1.77,3710,37.3,7,4,15
32.5,0.0,0.8,56.0,22.6,0.4,1.32,3725,32.9,7,4,16
33.5,0.0,0.9,50.0,21.6,0.9,1.65,4512,34.9,7,4,17
31.6,0.0,2.4,60.0,22.8,0.8,1.11,1822,32.2,7,4,18
30.3,0.0,1.6,64.0,22.7,0.0,0.23,1524,29.7,7,4,19
29.5,0.0,1.3,65.0,22.2,0.0,0.02,1629,28.5,7,4,20
29.2,0.0,0.8,63.0,21.4,0.0,0.0,1521,28.0,7,4,21
27.7,0.0,1.9,74.0,22.6,0.0,0.0,2737,27.0,7,4,22
27.3,0.0,0.9,77.0,22.9,0.0,0.0,1788,26.7,7,4,23
27.2,0.0,0.6,78.0,23.0,0.0,0.0,929,26.5,7,5,0
26.2,0.0,1.0,83.0,23.0,0.0,0.0,1256,26.2,7,5,1
26.5,0.0,0.1,82.0,23.1,0.0,0.0,1079,26.2,7,5,2
26.2,0.0,1.1,84.0,23.2,0.0,0.0,864,26.0,7,5,3
26.1,0.0,0.7,83.0,22.9,0.0,0.0,800,25.8,7,5,4
25.5,0.0,1.0,89.0,23.5,0.0,0.0,672,25.8,7,5,5
25.7,0.0,0.9,88.0,23.5,0.0,0.01,802,26.1,7,5,6
26.3,0.0,0.4,85.0,23.5,0.0,0.22,835,27.9,7,5,7
27.1,0.0,1.4,82.0,23.7,0.0,0.64,552,29.7,7,5,8
27.2,0.0,0.6,81.0,23.6,0.0,0.73,602,30.5,7,5,9
28.0,0.0,1.2,78.0,23.7,0.0,0.88,653,30.2,7,5,10
28.8,0.0,1.5,75.0,23.9,0.0,0.77,647,30.8,7,5,11
28.5,0.0,1.8,75.0,23.6,0.0,0.34,638,29.2,7,5,12
30.7,0.0,1.3,66.0,23.6,0.7,2.6,809,38.8,7,5,13
32.2,0.0,1.6,60.0,23.4,1.0,3.29,1235,40.5,7,5,14
32.8,0.0,1.7,57.0,23.1,1.0,2.96,1512,38.9,7,5,15
33.5,0.0,1.6,57.0,23.8,1.0,2.08,1853,39.3,7,5,16
33.5,0.0,1.2,56.0,23.5,1.0,2.1,2032,38.2,7,5,17
33.5,0.0,2.4,57.0,23.8,1.0,1.63,2152,34.9,7,5,18
31.6,0.0,1.6,68.0,24.9,0.2,0.55,1357,31.3,7,5,19
30.1,0.0,2.3,67.0,23.2,0.0,0.06,1354,29.6,7,5,20
27.2,0.1,2.2,74.0,22.1,0.0,0.0,2930,27.6,7,5,21
27.7,0.0,0.6,74.0,22.6,0.0,0.0,3815,27.5,7,5,22
26.8,0.0,1.3,79.0,22.8,0.0,0.0,2736,26.7,7,5,23
27.0,0.0,1.5,80.0,23.2,0.0,0.0,2172,26.6,7,6,0
27.0,0.0,1.4,79.0,23.0,0.0,0.0,1895,26.2,7,6,1
26.6,0.0,0.8,82.0,23.2,0.0,0.0,702,26.2,7,6,2
26.6,0.0,0.5,82.0,23.2,0.0,0.0,836,26.1,7,6,3
26.6,0.0,0.6,82.0,23.2,0.0,0.0,900,25.7,7,6,4
26.5,0.0,0.9,82.0,23.1,0.0,0.0,1183,25.7,7,6,5
26.2,0.0,0.8,84.0,23.2,0.0,0.03,1504,26.1,7,6,6
26.7,0.0,1.3,81.0,23.1,0.0,0.2,1946,27.0,7,6,7
27.5,0.0,1.1,78.0,23.3,0.0,0.33,2085,28.3,7,6,8
29.0,0.0,1.6,73.0,23.6,0.1,1.07,2752,32.0,7,6,9
30.4,0.0,3.0,68.0,23.8,1.0,2.46,2166,37.2,7,6,10
31.2,0.0,1.6,64.0,23.5,0.7,2.69,2663,38.3,7,6,11
31.7,0.0,1.4,62.0,23.5,0.5,2.52,2429,38.0,7,6,12
33.8,0.0,1.8,56.0,23.7,0.8,3.1,3709,45.7,7,6,13
34.1,0.0,1.6,53.0,23.1,0.7,2.63,4368,46.5,7,6,14
34.1,0.0,1.6,54.0,23.4,0.9,2.29,3595,42.8,7,6,15
34.8,0.0,2.0,52.0,23.4,1.0,2.27,3384,45.3,7,6,16
34.4,0.0,2.5,54.0,23.7,0.8,1.98,3196,39.5,7,6,17
34.0,0.0,3.0,54.0,23.3,0.9,1.24,3012,36.2,7,6,18
33.2,0.0,2.2,57.0,23.5,0.4,0.63,2336,32.6,7,6,19
32.2,0.0,1.8,62.0,23.9,0.0,0.06,1736,30.6,7,6,20
30.7,0.0,1.0,70.0,24.5,0.0,0.0,1320,29.6,7,6,21
30.6,0.3,1.8,72.0,24.9,0.0,0.0,1174,28.7,7,6,22
29.8,0.0,1.0,74.0,24.6,0.0,0.0,1489,28.2,7,6,23
29.9,0.0,2.0,69.0,23.5,0.0,0.0,2866,27.6,7,7,0
29.6,0.0,1.1,73.0,24.2,0.0,0.0,1797,27.3,7,7,1
29.0,0.0,0.8,72.0,23.4,0.0,0.0,2480,26.9,7,7,2
28.4,0.0,1.2,75.0,23.5,0.0,0.0,2345,26.5,7,7,3
27.8,0.0,1.9,76.0,23.1,0.0,0.0,2422,26.1,7,7,4
27.7,0.0,1.3,75.0,22.8,0.0,0.0,2841,25.7,7,7,5
27.7,0.0,1.6,74.0,22.6,0.1,0.02,3033,26.1,7,7,6
28.2,0.0,1.6,71.0,22.4,0.0,0.34,3199,27.2,7,7,7
29.7,0.0,2.1,66.0,22.6,0.8,0.96,3139,31.7,7,7,8
30.6,0.0,2.7,63.0,22.7,0.8,1.63,1573,33.4,7,7,9
32.5,0.0,2.1,58.0,23.1,1.0,2.24,4020,41.2,7,7,10
33.5,0.0,3.1,54.0,22.9,1.0,3.17,4492,47.0,7,7,11
34.9,0.0,3.5,50.0,22.9,0.5,3.06,5128,46.1,7,7,12
35.3,0.0,3.2,48.0,22.6,0.8,3.08,3878,50.3,7,7,13
34.4,0.0,2.9,50.0,22.4,0.5,1.81,4244,42.2,7,7,14
34.2,0.0,2.6,52.0,22.9,0.5,1.51,4621,39.5,7,7,15
34.2,0.0,2.9,51.0,22.6,1.0,1.58,5326,39.9,7,7,16
33.8,0.0,3.1,53.0,22.8,0.6,1.31,5900,38.2,7,7,17
33.2,0.0,1.7,55.0,22.9,0.3,0.67,5915,33.2,7,7,18
27.8,3.8,1.2,84.0,24.8,0.0,0.16,3212,30.3,7,7,19
28.0,0.0,1.2,83.0,24.8,0.0,0.07,3327,29.2,7,7,20
28.2,0.0,1.1,82.0,24.8,0.0,0.0,3791,28.5,7,7,21
28.2,0.0,1.6,79.0,24.2,0.0,0.0,3911,28.0,7,7,22
28.1,0.3,0.7,81.0,24.5,0.0,0.0,2849,28.1,7,7,23
26.5,8.5,1.9,88.0,24.3,0.0,0.0,1200,27.0,7,8,0
26.8,4.8,1.2,90.0,25.0,0.0,0.0,2264,27.5,7,8,1
27.0,0.0,0.8,89.0,25.0,0.0,0.0,2529,27.5,7,8,2
27.0,0.0,1.3,89.0,25.0,0.0,0.0,1824,27.5,7,8,3
26.7,0.0,1.5,88.0,24.5,0.0,0.0,1054,27.0,7,8,4
26.6,0.0,1.8,87.0,24.2,0.0,0.0,850,26.7,7,8,5
26.5,0.0,1.3,87.0,24.1,0.0,0.0,746,26.8,7,8,6
25.9,1.1,1.3,87.0,23.5,0.0,0.0,448,26.6,7,8,7
26.1,1.1,1.5,88.0,23.9,0.0,0.23,575,28.1,7,8,8
26.7,0.0,1.2,81.0,23.1,0.0,0.79,800,30.0,7,8,9
28.0,0.0,1.6,77.0,23.5,0.2,1.16,1100,34.5,7,8,10
29.4,0.0,1.8,69.0,23.1,0.7,2.6,2050,37.7,7,8,11
29.7,0.0,1.7,62.0,21.6,0.6,2.5,2676,37.9,7,8,12
30.7,0.0,2.2,57.0,21.1,0.4,2.19,4746,39.5,7,8,13
31.9,0.0,2.6,52.0,20.8,0.7,2.55,5369,39.1,7,8,14
31.0,0.0,2.6,54.0,20.5,0.8,2.58,5092,34.7,7,8,15
31.5,0.0,2.4,52.0,20.4,1.0,1.86,5318,34.9,7,8,16
31.6,0.0,2.2,53.0,20.8,0.9,1.96,5749,34.6,7,8,17
30.7,0.0,2.1,55.0,20.6,0.6,1.06,5046,31.2,7,8,18
30.3,0.0,1.8,56.0,20.5,0.6,0.58,3499,29.2,7,8,19
28.7,0.0,2.3,64.0,21.2,0.0,0.06,3000,27.2,7,8,20
27.9,0.0,1.3,67.0,21.1,0.0,0.0,2561,26.3,7,8,21
27.2,0.0,1.8,69.0,21.0,0.0,0.0,2717,26.0,7,8,22
26.7,0.0,1.1,73.0,21.4,0.0,0.0,1987,25.7,7,8,23
25.8,0.0,1.1,78.0,21.6,0.0,0.0,928,25.5,7,9,0
25.4,0.0,1.3,80.0,21.6,0.0,0.0,732,25.7,7,9,1
25.2,0.0,1.5,77.0,20.8,0.0,0.0,1011,25.3,7,9,2
24.9,0.0,0.7,79.0,20.9,0.0,0.0,1049,25.3,7,9,3
24.6,0.0,1.5,82.0,21.3,0.0,0.0,871,25.2,7,9,4
24.2,0.0,1.7,83.0,21.1,0.0,0.0,784,25.0,7,9,5
24.2,0.0,0.9,83.0,21.1,0.0,0.0,757,25.2,7,9,6
24.6,0.0,1.2,82.0,21.3,0.0,0.07,601,25.6,7,9,7
24.7,0.0,1.3,82.0,21.4,0.0,0.18,519,26.2,7,9,8
25.2,0.0,1.3,79.0,21.2,0.0,0.33,710,27.5,7,9,9
25.6,0.0,1.7,75.0,20.8,0.0,0.62,589,28.1,7,9,10
26.3,0.0,1.5,67.0,19.6,0.0,0.75,595,29.7,7,9,11
28.0,0.0,1.3,57.0,18.6,0.1,1.55,919,34.2,7,9,12
28.7,0.0,1.2,58.0,19.6,0.1,1.21,1176,32.7,7,9,13
29.0,0.0,1.6,54.0,18.7,0.4,1.44,1330,33.5,7,9,14
30.0,0.0,1.7,49.0,18.1,0.5,1.73,2015,35.1,7,9,15
30.1,0.0,1.4,55.0,20.0,0.3,1.23,1912,33.0,7,9,16
30.1,0.0,1.8,55.0,20.0,0.1,0.96,2014,32.2,7,9,17
30.2,0.0,1.6,51.0,18.9,1.0,1.1,1992,30.3,7,9,18
29.6,0.0,1.1,62.0,21.5,0.8,0.55,1640,28.6,7,9,19
28.8,0.0,1.0,72.0,23.2,0.0,0.05,1430,27.1,7,9,20
28.4,0.0,1.5,75.0,23.5,0.0,0.0,1304,26.6,7,9,21
28.2,0.0,1.2,74.0,23.1,0.0,0.0,1658,26.2,7,9,22
27.8,0.0,1.2,69.0,21.5,0.0,0.0,1925,26.2,7,9,23
26.7,0.0,1.1,75.0,21.8,0.0,0.0,1417,25.3,7,10,0
26.6,0.0,0.5,78.0,22.4,0.0,0.0,1340,25.2,7,10,1
25.8,0.0,0.8,81.0,22.2,0.0,0.0,1027,25.0,7,10,2
25.7,0.0,0.6,83.0,22.5,0.0,0.0,877,24.7,7,10,3
25.3,0.0,0.5,84.0,22.3,0.0,0.0,732,24.6,7,10,4
24.8,0.0,0.0,88.0,22.6,0.0,0.0,664,24.2,7,10,5
24.7,0.0,0.0,83.0,21.6,0.0,0.01,727,24.7,7,10,6
25.2,0.0,0.6,69.0,19.1,0.3,0.4,579,27.2,7,10,7
26.5,0.0,0.9,61.0,18.3,0.8,0.94,650,31.3,7,10,8
27.5,0.0,0.5,56.0,17.9,1.0,1.4,733,33.4,7,10,9
29.0,0.0,1.3,48.0,16.8,1.0,2.32,1028,39.2,7,10,10
30.2,0.0,0.9,56.0,20.4,0.4,1.83,1100,35.6,7,10,11
